source,page_content
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_groups_attributes.html,"You can use AWS IAM Identity Center (successor to AWS Single Sign-On) (IAM Identity Center) to manage user groups and attributes. IAM Identity Center supports most
    commonly used attributes whether they are entered manually during user creation or automatically
    provisioned using a synchronization engine, such as defined in the System for Cross-Domain
    Identity Management (SCIM) specification.

Level of risk exposed if this best practice
    is not established: Low

Implementation guidance

If you are using AWS IAM Identity Center (successor to AWS Single Sign-On) (IAM Identity Center), configure groups:
          IAM Identity Center provides you with the ability to configure groups of
          users, and assign groups the desired level of permission.
        
        
           
        
            
              AWS               Single Sign-On - Manage Identities"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_groups_attributes.html,"Learn about attribute-based access control (ABAC): ABAC is an
          authorization strategy that defines permissions based on
          attributes.
        
        
           
           
        
            
              What
              Is ABAC for AWS?
            
          
            
              Lab:
              IAM Tag Based Access Control for EC2

Resources

Related documents:

Getting
          Started with AWS Secrets Manager

IAM
          Best Practices

Identity
          Providers and Federation

The
          AWS Account Root User

Related videos:

Best Practices
          for Managing, Retrieving, and Rotating Secrets at Scale

Managing user
          permissions at scale with AWS IAM Identity Center (successor to AWS Single Sign-On)

Mastering
          identity at every layer of the cake

Related examples:

Lab:
          IAM Tag Based Access Control for EC2

Javascript is disabled or is unavailable in your browser."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_groups_attributes.html,"To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

SEC02-BP05 Audit and rotate credentials periodically

Permissions management

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

Permissions management

SEC02-BP05 Audit and rotate credentials periodically

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Permissions management

PDF

RSS

Manage permissions to control access to human and machine identities that require access
      to AWS and your workloads. Permissions control who can access what, and under what conditions.
      Set permissions to specific human and machine identities to grant access to specific service
      actions on specific resources. Additionally, specify conditions that must be true for access
      to be granted. For example, you can allow developers to create new Lambda functions, but only
      in a specific Region. When managing your AWS environments at scale, adhere to the following
      best practices to ensure that identities only have the access they need and nothing
      more.

There are a number of ways to grant access to different types of resources. One way is
        by using different policy types."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"Identity-based policies in IAM are managed or
        inline, and attach to IAM identities, including users,
      groups, or roles. These policies let you specify what that identity can do (its permissions).
      Identity-based policies can be further categorized.

Managed policies – Standalone identity-based policies
      that you can attach to multiple users, groups, and roles in your AWS account. There are two
      types of managed policies:

AWS-managed policies – Managed policies that are
          created and managed by AWS.

Customer-managed policies – Managed policies that you
          create and manage in your AWS account. Customer-managed policies provide more precise
          control over your policies than AWS-managed policies."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"Managed polices are the preferred method for applying permissions. However, you also can
      use inline policies that you add directly to a single user, group, or role. Inline policies
      maintain a strict one-to-one relationship between a policy and an identity. Inline policies
      are deleted when you delete the identity.

In most cases, you should create your own customer-managed policies following the
      principle of least privilege.

Resource-based policies are attached to a resource. For example, an S3 bucket
        policy is a resource-based policy. These policies grant permission to a principal that can
        be in the same account as the resource or in another account. For a list of services that
        support resource-based policies, see AWS services that work with IAM."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"Permissions boundaries use a managed policy to set the maximum permissions that an
      administrator can set. This allows you to delegate the ability to create and manage
      permissions to developers, such as the creation of an IAM role, but limit the permissions they
      can grant so that they cannot escalate their permission using what they have created."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"Attribute-based
          access control (ABAC) allows you to grant permissions based on attributes. In
        AWS, these are called tags. Tags can be attached to IAM principals (users or roles) and to
        AWS resources. Using IAM policies, administrators can create a reusable policy that applies
        permissions based on the attributes of the IAM principal. For example, as an administrator
        you can use a single IAM policy that grants developers in your organization access to AWS
        resources that match the developers’ project tags. As the team of developers adds resources
        to projects, permissions are automatically applied based on attributes. As a result, no
        policy update is required for each new resource."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"Organizations service control policies (SCP) define the maximum permissions for
        account members of an organization or organizational unit (OU). SCPs limit permissions that identity-based policies or resource-based policies
        grant to entities (users or roles) within the account, but do
          not grant permissions.

Session policies assume a role or a federated user. Pass session policies when
        using the AWS CLI or AWS API Session policies to limit the permissions that the role or
        user's identity-based policies grant to the session. These policies limit permissions for a created session, but do not
          grant permissions. For more information, see Session Policies.

Best practices

SEC03-BP01 Define access requirements

SEC03-BP02 Grant least privilege access

SEC03-BP03 Establish emergency access
      process

SEC03-BP04 Reduce permissions continuously

SEC03-BP05 Define permission guardrails for
      your organization"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"SEC03-BP06 Manage access based on lifecycle

SEC03-BP07 Analyze public and cross-account access

SEC03-BP08 Share resources securely within your organization

SEC03-BP09 Share resources securely with a third party

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

SEC02-BP06 Leverage user groups and attributes

SEC03-BP01 Define access requirements

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

SEC03-BP01 Define access requirements

SEC02-BP06 Leverage user groups and attributes"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/permissions-management.html,"Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC03-BP01 Define access requirements

PDF

RSS

Each component or resource of your workload needs to be accessed by administrators, end
    users, or other components. Have a clear definition of who or what should have access to each
    component, choose the appropriate identity type and method of authentication and
    authorization.

Common anti-patterns:

Hard-coding or storing secrets in your application.

Granting custom permissions for each user.

Using long-lived credentials.

Level of risk exposed if this best practice
    is not established: High

Implementation guidance

Each component or resource of your workload needs to be accessed by administrators, end
      users, or other components. Have a clear definition of who or what should have access to each
      component, choose the appropriate identity type and method of authentication and
      authorization."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"Regular access to AWS accounts within the organization should be provided using federated access or a centralized
      identity provider. You should also centralize your identity management and ensure that there
      is an established practice to integrate AWS access to your employee access lifecycle. For
      example, when an employee changes to a job role with a different access level, their group
      membership should also change to reflect their new access requirements.

When defining access requirements for non-human identities, determine which applications
      and components need access and how permissions are granted. Using IAM roles built with the
      least privilege access model is a recommended approach. AWS Managed
        policies provide predefined IAM policies that cover most common use cases."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"AWS services, such as AWS Secrets Manager and AWS Systems Manager
        Parameter Store, can help decouple secrets from the application or workload securely
      in cases where it's not feasible to use IAM roles. In Secrets Manager, you can establish
      automatic rotation for your credentials. You can use Systems Manager to reference parameters in your
      scripts, commands, SSM documents, configuration, and automation workflows by using the unique
      name that you specified when you created the parameter.

You can use AWS Identity and Access Management Roles Anywhere to obtain temporary security credentials in
        IAM for workloads that run outside of AWS. Your workloads can use the
        same IAM
        policies and IAM roles that you use with AWS applications to access AWS resources."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"Where possible, prefer short-term temporary credentials over
      long-term static credentials. For scenarios in which you need 
      users with programmatic access and long-term credentials,
      use access
        key last used information to rotate and remove access keys.

Users need programmatic access if they want to interact with AWS outside of the AWS Management Console. The way to grant programmatic access depends on the type of user that's accessing AWS.

To grant users programmatic access, choose one of the following options.

Workforce identity
                        (Users managed in IAM Identity Center)

Use temporary credentials to sign programmatic requests to the AWS CLI, AWS SDKs, or
                        AWS APIs.

Following the instructions for the interface that you want to use."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"For the AWS CLI, see Configuring the AWS CLI to use AWS IAM Identity Center (successor to AWS Single Sign-On) in the
                                        AWS Command Line Interface User Guide.
                            
                                For AWS SDKs, tools, and AWS APIs, see IAM Identity Center
                                        authentication in the AWS SDKs and Tools Reference Guide.

IAM

Use temporary credentials to sign programmatic requests to the AWS CLI, AWS SDKs, or
                        AWS APIs.

Following the instructions in Using temporary
                        credentials with AWS resources in the IAM User Guide.

IAM

(Not recommended)Use long-term credentials to sign programmatic requests
                        to the AWS CLI, AWS SDKs, or AWS APIs."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"Following the instructions for the interface that you want to use.
                        
                             
                             
                             
                        
                                For the AWS CLI, see Authenticating using IAM user credentials in
                                    the AWS Command Line Interface User Guide.
                            
                                For AWS SDKs and tools, see Authenticate using long-term credentials in the
                                        AWS SDKs and Tools Reference Guide.
                            
                                For AWS APIs, see Managing access keys for
                                    IAM users in the IAM User Guide.

Resources

Related documents:

Attribute-based
            access control (ABAC)

AWS IAM Identity Center (successor to AWS Single Sign-On)

IAM
            Roles Anywhere

AWS Managed policies for IAM Identity Center"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"AWS IAM policy conditions

IAM use cases

Remove
            unnecessary credentials

Working
            with Policies

How to control access to AWS resources based on AWS account, OU, or organization

Identify, arrange, and manage secrets easily using enhanced search in AWS Secrets Manager

Related videos:

Become an IAM
            Policy Master in 60 Minutes or Less

Separation of
            Duties, Least Privilege, Delegation, and CI/CD

Streamlining
            identity and access management for innovation

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

Permissions management

SEC03-BP02 Grant least privilege access

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define.html,"Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

SEC03-BP02 Grant least privilege access

Permissions management

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC03-BP02 Grant least privilege access

PDF

RSS

It's a best practice to grant only the access that identities
      require to perform specific actions on specific resources under
      specific conditions. Use group and identity attributes to
      dynamically set permissions at scale, rather than defining
      permissions for individual users. For example, you can allow a
      group of developers access to manage only resources for their
      project. This way, if a developer leaves the project, the
      developer’s access is automatically revoked without changing the
      underlying access policies."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Desired outcome: Users should only have the permissions
    required to do their job. Users should only be given access to production environments to
    perform a specific task within a limited time period, and access should be revoked once that
    task is complete. Permissions should be revoked when no longer needed, including when a user
    moves onto a different project or job function. Administrator privileges should be given only to
    a small group of trusted administrators. Permissions should be reviewed regularly to avoid
    permission creep. Machine or system accounts should be given the smallest set of permissions
    needed to complete their tasks.

Common anti-patterns:

Defaulting to granting users administrator permissions.

Using the root user for day-to-day activities.

Creating policies that are overly permissive, but without full administrator
        privileges.

Not reviewing permissions to understand whether they permit least privilege access."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Level of risk exposed if this best practice is not established:
    High

Implementation guidance

The principle of
        least
        privilege states that identities should only be permitted
        to perform the smallest set of actions necessary to fulfill a
        specific task. This balances usability, efficiency, and
        security. Operating under this principle helps limit unintended
        access and helps track who has access to what resources. IAM
        users and roles have no permissions by default. The root user
        has full access by default and should be tightly controlled,
        monitored, and used only for
        tasks
        that require root access.

IAM policies are used to explicitly grant permissions to IAM
        roles or specific resources. For example, identity-based
        policies can be attached to IAM groups, while S3 buckets can be
        controlled by resource-based policies."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"When creating an IAM policy, you can specify the service
        actions, resources, and conditions that must be true for AWS to
        allow or deny access. AWS supports a variety of conditions to
        help you scope down access. For example, by using the
        PrincipalOrgID
        condition
        key, you can deny actions if the requestor isn’t a part
        of your AWS Organization."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"You can also control requests that AWS services make on your
        behalf, such as AWS CloudFormation creating an AWS Lambda
        function, using the CalledVia condition key. You should layer
        different policy types to establish defense-in-depth and limit
        the overall permissions of your users. You can also restrict
        what permissions can be granted and under what conditions. For
        example, you can allow your application teams to create their
        own IAM policies for systems they build, but must also apply a
        Permission
        Boundary to limit the maximum permissions the system can
        receive.

Implementation steps"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Implementation steps

Implement least privilege
              policies: Assign access policies with least
            privilege to IAM groups and roles to reflect the user’s role
            or function that you have defined.
          
          
             
          
              
                Base policies on API
                  usage: One way to determine the needed
                permissions is to review AWS CloudTrail logs. This review
                allows you to create permissions tailored to the actions
                that the user actually performs within AWS.
                IAM
                  Access Analyzer can automatically generate an IAM policy
                  based
                on
                  activity. You can use IAM Access Advisor at the
                organization or account level to
                track
                the
                  last accessed information for a particular policy."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Consider using
              AWS           managed policies for job functions. When
            starting to create fine-grained permissions policies, it can
            be difficult to know where to start. AWS has managed policies
            for common job roles, for example billing, database
            administrators, and data scientists. These policies can help
            narrow the access that users have while determining how to
            implement the least privilege policies.

Remove unnecessary permissions: Remove permissions that
            are not needed and trim back overly permissive policies. IAM Access
              Analyzer policy generation can help fine-tune permissions policies."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Ensure that users have limited access to production
              environments: Users should only have access to production environments with
            a valid use case. After the user performs the specific tasks that required production
            access, access should be revoked. Limiting access to production environments helps
            prevent unintended production-impacting events and lowers the scope of impact of
            unintended access.

Consider permissions boundaries: A permissions
            boundary is a feature for using a managed policy that sets the maximum permissions that
            an identity-based policy can grant to an IAM entity. An entity's permissions boundary
            allows it to perform only the actions that are allowed by both its identity-based
            policies and its permissions boundaries."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Consider  resource tags for
              permissions: An attribute-based access control model using resource tags
            allows you to grant access based on resource purpose, owner, environment, or other
            criteria. For example, you can use resource tags to differentiate between development
            and production environments. Using these tags, you can restrict developers to the
            development environment. By combining tagging and permissions policies, you can achieve
            fine-grained resource access without needing to define complicated, custom policies for
            every job function."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Use
          service
            control policies for AWS Organizations. Service control policies centrally control the maximum available
        permissions for member accounts in your organization.
        Importantly, service control policies allow you to restrict root
        user permissions in member accounts. Also consider using AWS Control Tower, which provides prescriptive managed controls that
        enrich AWS Organizations. You can also define your own controls
        within Control Tower.

Establish a user lifecycle policy for
              your organization: User lifecycle policies define
            tasks to perform when users are onboarded onto AWS, change job
            role or scope, or no longer need access to AWS. Permission
            reviews should be done during each step of a user’s lifecycle
            to verify that permissions are properly restrictive and to
            avoid permissions creep."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Establish a regular schedule to review permissions and remove any
              unneeded permissions: You should regularly review user access to verify
            that users do not have overly permissive access. AWS Config and IAM Access Analyzer can help when auditing user permissions.

Establish a job role matrix: A job role matrix visualizes the various roles and access levels required within your AWS footprint. Using a job role matrix, you can define and separate permissions based on user responsibilities within your organization. Use groups instead of applying permissions directly to individual users or roles.

Resources

Related documents:

Grant
          least privilege

Permissions
          boundaries for IAM entities

Techniques
          for writing least privilege IAM policies

IAM
          Access Analyzer makes it easier to implement least privilege
          permissions by generating IAM
          policies
          based on access activity"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Delegate permission management to developers by using IAM permissions boundaries

Refining
          Permissions using last accessed information

IAM
          policy types and when to use them

Testing
          IAM policies with the IAM policy simulator

Guardrails
          in AWS Control Tower

Zero
          Trust architectures: An AWS perspective

How
            to implement the principle of least privilege with CloudFormation StackSets

Attribute-based
          access control (ABAC)

Reducing policy scope by viewing user activity

View
          role access

Use
          Tagging to Organize Your Environment and Drive
          Accountability

AWS           Tagging Strategies

Tagging
          AWS resources

Related videos:

Next-generation
          permissions management

Zero
          Trust: An AWS perspective

How
            can I use permissions boundaries to limit users and roles
            to prevent privilege escalation?

Related examples:"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Related examples:

Lab:
          IAM permissions boundaries delegating role creation

Lab:
          IAM tag based access control for EC2

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

SEC03-BP01 Define access requirements

SEC03-BP03 Establish emergency access process

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

SEC03-BP03 Establish emergency access process

SEC03-BP01 Define access requirements

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_least_privileges.html,"Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_emergency_process.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC03-BP03 Establish emergency access
      process

PDF

RSS

A process that allows emergency access to your workload in the
    unlikely event of an automated process or pipeline issue. This will
    help you rely on least privilege access, but ensure users can obtain
    the right level of access when they require it. For example, establish
    a process for administrators to verify and approve their request, such as an emergency
    AWS cross-account role for access, or a specific process for administrators to follow to
    validate and approve an emergency request.

Common anti-patterns:

Not having an emergency process in place to recover from an outage with your existing
        identity configuration.

Granting long term elevated permissions for troubleshooting or recovery purposes.

Level of risk exposed if this best practice
    is not established: Medium"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_emergency_process.html,"Implementation guidance

Establishing emergency access can take several forms for which you should be prepared.
      The first is a failure of your primary identity provider. In this case, you should rely on a
      second method of access with the required permissions to recover. This method could be a
      backup identity provider or a user. This second method should be tightly controlled,
        monitored, and notify in the event it is used. The emergency access identity should
      source from an account specific for this purpose and only have permissions to assume a role
      specifically designed for recovery."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_emergency_process.html,"You should also be prepared for emergency access where temporary elevated administrative
      access is needed. A common scenario is to limit mutating permissions to an automated process
      used for deploying changes. In the event that this process has an issue, users might need to
      request elevated permissions to restore functionality. In this case, establish a process where
      users can request elevated access and administrators can validate and approve it. The
      implementation plans detailing the best practice guidance for pre-provisioning access and
      setting up emergency, break-glass, roles are provided as
      part of  SEC10-BP05 Pre-provision access.

Resources

Related documents:

Monitor and Notify on AWS

Managing
          temporary elevated access

Related video:

Become an IAM
            Policy Master in 60 Minutes or Less

Javascript is disabled or is unavailable in your browser."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_emergency_process.html,"To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

SEC03-BP02 Grant least privilege access

SEC03-BP04 Reduce permissions continuously

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

SEC03-BP04 Reduce permissions continuously

SEC03-BP02 Grant least privilege access

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_continuous_reduction.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC03-BP04 Reduce permissions continuously

PDF

RSS

As your teams determine what access is required, remove unneeded permissions and establish review processes to achieve least privilege permissions. Continually monitor and remove unused identities and permissions for both human and machine access.

Desired outcome: Permission policies should adhere to the least privilege principle. As job duties and roles become better defined, your permission policies need to be reviewed to remove unnecessary permissions. This approach lessens the scope of impact should credentials be inadvertently exposed or otherwise accessed without authorization.

Common anti-patterns:

Defaulting to granting users administrator permissions.

Creating policies that are overly permissive, but without full administrator privileges.

Keeping permission policies after they are no longer needed."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_continuous_reduction.html,"Level of risk exposed if this best practice
    is not established: Medium

Implementation guidance

As teams and projects are just getting started, permissive permission policies might be used to inspire innovation and agility. For example, in a development or test environment, developers can be given access to a broad set of AWS services. We recommend that you evaluate access continuously and restrict access to only those services and service actions that are necessary to complete the current job. We recommend this evaluation for both human and machine identities. Machine identities, sometimes called system or service accounts, are identities that give AWS access to applications or servers. This access is especially important in a production environment, where overly permissive permissions can have a broad impact and potentially expose customer data."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_continuous_reduction.html,"AWS provides multiple methods to help identify unused users, roles, permissions, and credentials. AWS can also help analyze access activity of IAM users and roles, including associated access keys, and access to AWS resources such as objects in Amazon S3 buckets. AWS Identity and Access Management Access Analyzer policy generation can assist you in creating restrictive permission policies based on the actual services and actions a principal interacts with.  Attribute-based access control (ABAC) can help simplify permissions management, as you can provide permissions to users using their attributes instead of attaching permissions policies directly to each user.

Implementation steps

Use AWS Identity and Access Management Access Analyzer: IAM Access Analyzer helps identify resources in your organization and accounts, such as Amazon Simple Storage Service (Amazon S3) buckets or IAM roles that are shared with an external entity."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_continuous_reduction.html,"Use IAM Access Analyzer policy generation: IAM Access Analyzer policy generation helps you create fine-grained permission policies based on an IAM user or role’s access activity.

Determine an acceptable timeframe and usage policy for IAM users and roles: Use the last accessed timestamp to identify unused users and roles and remove them. Review service and action last accessed information to identify and scope permissions for specific users and roles. For example, you can use last accessed information to identify the specific Amazon S3 actions that your application role requires and restrict the role’s access to only those actions. Last accessed information features are available in the AWS Management Console and programmatically allow you to incorporate them into your infrastructure workflows and automated tools."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_continuous_reduction.html,"Consider logging data events in AWS CloudTrail: By default, CloudTrail does not log data events such as Amazon S3 object-level activity (for example, GetObject and DeleteObject) or Amazon DynamoDB table activities (for example, PutItem and DeleteItem). Consider using logging for these events to determine what users and roles need access to specific Amazon S3 objects or DynamoDB table items.

Resources

Related documents:

Grant least privilege

Remove unnecessary credentials

What is AWS CloudTrail?

Working with Policies

Logging and monitoring DynamoDB

Using CloudTrail event logging for Amazon S3 buckets and objects

Getting credential reports for your AWS account

Related videos:

Become an IAM Policy Master in 60 Minutes or
            Less

Separation of Duties, Least Privilege,
            Delegation, and CI/CD

AWS re:Inforce 2022 - AWS Identity and Access Management (IAM) deep dive

Javascript is disabled or is unavailable in your browser."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_continuous_reduction.html,"To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

SEC03-BP03 Establish emergency access process

SEC03-BP05 Define permission guardrails for your organization

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down.

If you've got a moment, please tell us how we can make the documentation better.

Yes

No

Provide feedback

SEC03-BP05 Define permission guardrails for your organization

SEC03-BP03 Establish emergency access process

Try AWS re:Post

Connect with an AWS IQ expert

Privacy

Site terms

Cookie preferences

© 2023, Amazon Web Services, Inc. or its affiliates. All rights reserved."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define_guardrails.html,"AWS

Documentation

AWS Well-Architected

AWS Well-Architected Framework

Implementation guidance

Resources

SEC03-BP05 Define permission guardrails for
      your organization

PDF

RSS

Establish common controls that restrict access to all identities in
    your organization. For example, you can restrict access to specific
    AWS Regions, or prevent your operators from deleting common
    resources, such as an IAM role used
    for your central security team.

Common anti-patterns:

Running workloads in your Organizational administrator account.

Running production and non-production workloads in the same account.

Level of risk exposed if this best practice
    is not established: Medium

Implementation guidance"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define_guardrails.html,"As you grow and manage additional workloads in AWS, you should separate these workloads
      using accounts and manage those accounts using AWS Organizations. We recommend that you establish
      common permission guardrails that restrict access to all identities in your organization. For
      example, you can restrict access to specific AWS Regions, or prevent your team from deleting
      common resources, such as an IAM role used by your central security team."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define_guardrails.html,"You can get started by implementing example service control
      policies, such as preventing users from turning off key services.
      SCPs use the IAM policy language and allow you to establish
      controls that all IAM principals (users and roles) adhere to. You
      can restrict access to specific service actions, resources and
      based on specific condition to meet the access control needs of
      your organization. If necessary, you can define exceptions to your
      guardrails. For example, you can restrict service actions for all
      IAM entities in the account except for a specific administrator
      role."
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define_guardrails.html,"We recommend you avoid running workloads in your management account. The management
      account should be used to govern and deploy security guardrails that will affect member
      accounts. Some AWS services support the use of a delegated administrator account. When
      available, you should use this delegated account instead of the management account. You should
      strongly limit access to the Organizational administrator account.

Using a multi-account strategy allows you to have greater flexibility in applying
      guardrails to your workloads. The AWS Security Reference Architecture gives prescriptive
      guidance on how to design your account structure. AWS services such as AWS Control Tower provide
      capabilities to centrally manage both preventative and detective controls across your
      organization. Define a clear purpose for each account or OU within your organization and limit
      controls in line with that purpose.

Resources

Related documents:"
https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_permissions_define_guardrails.html,"Related documents:

AWS Organizations

Service control policies (SCPs)

Get more out of service control policies in a multi-account environment

AWS Security Reference Architecture (AWS SRA)

Related videos:

Enforce Preventive Guardrails using Service Control Policies

Building governance at scale with AWS Control Tower

AWS Identity and Access Management deep dive

Javascript is disabled or is unavailable in your browser.

To use the Amazon Web Services Documentation, Javascript must be enabled. Please refer to your browser's Help pages for instructions.

Document Conventions

SEC03-BP04 Reduce permissions continuously

SEC03-BP06 Manage access based on lifecycle

Did this page help you? - Yes

Thanks for letting us know we're doing a good job!

If you've got a moment, please tell us what we did right so we can do more of it.

Did this page help you? - No

Thanks for letting us know this page needs work. We're sorry we let you down."
