ip,eventtimestamp,devicetype,event_type,product_type,userid,globalseq,prevglobalseq
66.249.1.193,1661891658918,tablet,product_catalog,N/A,17728650,3060354,3060353
66.249.1.193,1661891658918,tablet,product_detail,ear phones,17728650,3060355,3060354
66.249.1.193,1661891658918,tablet,add_to_cart,ear phones,17728650,3060356,3060355
66.249.1.193,1661891658918,tablet,order,ear phones,17728650,3060357,3060356
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060358,3060357
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060359,3060358
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060360,3060359
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060361,3060360
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060362,3060361
66.249.1.193,1661891658919,tablet,product_detail,ear phones,17728650,3060363,3060362
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060364,3060363
66.249.1.193,1661891658919,tablet,product_detail,soundbars,17728650,3060365,3060364
66.249.1.193,1661891658919,tablet,add_to_cart,soundbars,17728650,3060366,3060365
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060367,3060366
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060368,3060367
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060369,3060368
66.249.1.193,1661891658919,tablet,product_detail,laptops,17728650,3060370,3060369
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060371,3060370
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060372,3060371
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060373,3060372
66.249.1.193,1661891658919,tablet,product_detail,cameras,17728650,3060374,3060373
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060375,3060374
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060376,3060375
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060377,3060376
66.249.1.193,1661891658919,tablet,product_detail,cameras,17728650,3060378,3060377
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060379,3060378
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060380,3060379
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060381,3060380
66.249.1.193,1661891658919,tablet,product_detail,cd players,17728650,3060382,3060381
66.249.1.193,1661891658919,tablet,add_to_cart,cd players,17728650,3060383,3060382
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060384,3060383
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060385,3060384
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060386,3060385
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060387,3060386
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060388,3060387
66.249.1.193,1661891658919,tablet,product_detail,ear phones,17728650,3060389,3060388
66.249.1.193,1661891658919,tablet,add_to_cart,ear phones,17728650,3060390,3060389
66.249.1.193,1661891658919,tablet,remove_from_cart,ear phones,17728650,3060391,3060390
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060392,3060391
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060393,3060392
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060394,3060393
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060395,3060394
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060396,3060395
66.249.1.193,1661891658919,tablet,product_detail,AirPods,17728650,3060397,3060396
66.249.1.193,1661891658919,tablet,add_to_cart,AirPods,17728650,3060398,3060397
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060399,3060398
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060400,3060399
66.249.1.213,1661891658916,mobile,home_page,N/A,17727407,3060341,3060340
66.249.1.193,1661891658919,tablet,product_catalog,N/A,17728650,3060401,3060400
66.249.1.193,1661891658919,tablet,home_page,N/A,17728650,3060402,3060401
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060403,3060402
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060404,3060403
66.249.1.213,1661891658916,mobile,product_catalog,N/A,17727407,3060342,3060341
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060405,3060404
66.249.1.213,1661891658916,mobile,product_detail,laptops,17727407,3060343,3060342
66.249.1.213,1661891658916,mobile,product_catalog,N/A,17727407,3060344,3060343
66.249.1.213,1661891658916,mobile,product_detail,cameras,17727407,3060345,3060344
66.249.1.213,1661891658916,mobile,product_catalog,N/A,17727407,3060346,3060345
66.249.1.213,1661891658916,mobile,product_detail,video games,17727407,3060347,3060346
66.249.1.213,1661891658916,mobile,add_to_cart,video games,17727407,3060348,3060347
66.249.1.213,1661891658916,mobile,remove_from_cart,video games,17727407,3060349,3060348
66.249.1.213,1661891658916,mobile,,,17727407,3060350,3060349
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060406,3060405
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060407,3060406
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060408,3060407
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060409,3060408
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060410,3060409
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060411,3060410
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060412,3060411
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060413,3060412
66.249.1.193,1661891658920,tablet,product_detail,cell phones,17728650,3060414,3060413
66.249.1.193,1661891658920,tablet,add_to_cart,cell phones,17728650,3060415,3060414
66.249.1.193,1661891658920,tablet,remove_from_cart,cell phones,17728650,3060416,3060415
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060417,3060416
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060418,3060417
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060419,3060418
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060420,3060419
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060421,3060420
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060422,3060421
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060423,3060422
66.249.1.193,1661891658920,tablet,product_detail,cd players,17728650,3060424,3060423
66.249.1.193,1661891658920,tablet,add_to_cart,cd players,17728650,3060425,3060424
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060426,3060425
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060427,3060426
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060428,3060427
66.249.1.193,1661891658920,tablet,product_detail,cameras,17728650,3060429,3060428
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060430,3060429
66.249.1.193,1661891658920,tablet,home_page,N/A,17728650,3060431,3060430
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060432,3060431
66.249.1.193,1661891658920,tablet,product_detail,AirPods,17728650,3060433,3060432
66.249.1.193,1661891658920,tablet,product_catalog,N/A,17728650,3060434,3060433
66.249.1.193,1661891658920,tablet,product_detail,laptops,17728650,3060435,3060434
66.249.1.193,1661891658920,tablet,add_to_cart,laptops,17728650,3060436,3060435
66.249.1.193,1661891658920,tablet,remove_from_cart,laptops,17728650,3060437,3060436
66.249.1.193,1661891658920,tablet,,,17728650,3060438,3060437
66.249.1.38,1661891658982,mobile,home_page,N/A,17729551,3060439,3060245
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060440,3060439
66.249.1.38,1661891658982,mobile,product_detail,cameras,17729551,3060441,3060440
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060442,3060441
66.249.1.38,1661891658982,mobile,product_detail,video games,17729551,3060443,3060442
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060444,3060443
66.249.1.38,1661891658982,mobile,product_detail,soundbars,17729551,3060445,3060444
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060446,3060445
66.249.1.38,1661891658982,mobile,home_page,N/A,17729551,3060447,3060446
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060448,3060447
66.249.1.38,1661891658982,mobile,home_page,N/A,17729551,3060449,3060448
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060450,3060449
66.249.1.38,1661891658982,mobile,home_page,N/A,17729551,3060451,3060450
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060452,3060451
66.249.1.38,1661891658982,mobile,home_page,N/A,17729551,3060453,3060452
66.249.1.38,1661891658982,mobile,product_catalog,N/A,17729551,3060454,3060453
66.249.1.38,1661891658982,mobile,product_detail,ear phones,17729551,3060455,3060454
66.249.1.38,1661891658982,mobile,add_to_cart,ear phones,17729551,3060456,3060455
66.249.1.38,1661891658982,mobile,order,ear phones,17729551,3060457,3060456
66.249.1.38,1661891658982,mobile,order_checkout,ear phones,17729551,3060458,3060457
66.249.1.38,1661891658982,mobile,,,17729551,3060459,3060458
66.249.1.210,1661891659002,computer,home_page,N/A,17730121,3060460,3060214
66.249.1.210,1661891659002,computer,product_catalog,N/A,17730121,3060461,3060460
66.249.1.210,1661891659002,computer,home_page,N/A,17730121,3060462,3060461
66.249.1.210,1661891659002,computer,product_catalog,N/A,17730121,3060463,3060462
66.249.1.210,1661891659002,computer,product_detail,soundbars,17730121,3060464,3060463
66.249.1.210,1661891659002,computer,product_catalog,N/A,17730121,3060465,3060464
66.249.1.210,1661891659003,computer,product_detail,cell phones,17730121,3060466,3060465
66.249.1.210,1661891659003,computer,product_catalog,N/A,17730121,3060467,3060466
66.249.1.210,1661891659003,computer,home_page,N/A,17730121,3060468,3060467
66.249.1.210,1661891659003,computer,product_catalog,N/A,17730121,3060469,3060468
66.249.1.210,1661891659003,computer,product_detail,cameras,17730121,3060470,3060469
66.249.1.210,1661891659003,computer,add_to_cart,cameras,17730121,3060471,3060470
66.249.1.210,1661891659003,computer,remove_from_cart,cameras,17730121,3060472,3060471
66.249.1.210,1661891659003,computer,product_catalog,N/A,17730121,3060473,3060472
66.249.1.210,1661891659003,computer,home_page,N/A,17730121,3060474,3060473
66.249.1.210,1661891659003,computer,product_catalog,N/A,17730121,3060475,3060474
66.249.1.210,1661891659003,computer,home_page,N/A,17730121,3060476,3060475
66.249.1.210,1661891659003,computer,product_catalog,N/A,17730121,3060477,3060476
66.249.1.210,1661891659003,computer,product_detail,cameras,17730121,3060478,3060477
66.249.1.210,1661891659003,computer,add_to_cart,cameras,17730121,3060479,3060478
66.249.1.210,1661891659003,computer,remove_from_cart,cameras,17730121,3060480,3060479
66.249.1.210,1661891659003,computer,,,17730121,3060481,3060480
66.249.1.16,1661891659041,computer,home_page,N/A,17731613,3060482,3059948
66.249.1.16,1661891659041,computer,product_catalog,N/A,17731613,3060483,3060482
66.249.1.16,1661891659041,computer,product_detail,cell phones,17731613,3060484,3060483
66.249.1.16,1661891659041,computer,add_to_cart,cell phones,17731613,3060485,3060484
66.249.1.16,1661891659041,computer,product_catalog,N/A,17731613,3060486,3060485
66.249.1.16,1661891659041,computer,product_detail,cell phones,17731613,3060487,3060486
66.249.1.16,1661891659041,computer,add_to_cart,cell phones,17731613,3060488,3060487
66.249.1.16,1661891659041,computer,order,cell phones,17731613,3060489,3060488
66.249.1.16,1661891659041,computer,product_catalog,N/A,17731613,3060490,3060489
66.249.1.16,1661891659041,computer,home_page,N/A,17731613,3060491,3060490
66.249.1.16,1661891659041,computer,product_catalog,N/A,17731613,3060492,3060491
66.249.1.16,1661891659041,computer,home_page,N/A,17731613,3060493,3060492
66.249.1.16,1661891659041,computer,product_catalog,N/A,17731613,3060494,3060493
66.249.1.16,1661891659041,computer,home_page,N/A,17731613,3060495,3060494
66.249.1.16,1661891659041,computer,product_catalog,N/A,17731613,3060496,3060495
66.249.1.16,1661891659041,computer,product_detail,cell phones,17731613,3060497,3060496
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060498,3060497
66.249.1.16,1661891659043,computer,home_page,N/A,17731613,3060499,3060498
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060500,3060499
66.249.1.16,1661891659043,computer,product_detail,AirPods,17731613,3060501,3060500
66.249.1.16,1661891659043,computer,add_to_cart,AirPods,17731613,3060502,3060501
66.249.1.16,1661891659043,computer,remove_from_cart,AirPods,17731613,3060503,3060502
66.249.1.16,1661891659043,computer,product_detail,cell phones,17731613,3060504,3060503
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060505,3060504
66.249.1.16,1661891659043,computer,product_detail,cell phones,17731613,3060506,3060505
66.249.1.16,1661891659043,computer,add_to_cart,cell phones,17731613,3060507,3060506
66.249.1.16,1661891659043,computer,remove_from_cart,cell phones,17731613,3060508,3060507
66.249.1.16,1661891659043,computer,product_detail,ear phones,17731613,3060509,3060508
66.249.1.16,1661891659043,computer,add_to_cart,ear phones,17731613,3060510,3060509
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060511,3060510
66.249.1.16,1661891659043,computer,home_page,N/A,17731613,3060512,3060511
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060513,3060512
66.249.1.16,1661891659043,computer,product_detail,laptops,17731613,3060514,3060513
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060515,3060514
66.249.1.16,1661891659043,computer,home_page,N/A,17731613,3060516,3060515
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060517,3060516
66.249.1.16,1661891659043,computer,product_detail,soundbars,17731613,3060518,3060517
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060519,3060518
66.249.1.16,1661891659043,computer,home_page,N/A,17731613,3060520,3060519
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060521,3060520
66.249.1.16,1661891659043,computer,product_detail,cd players,17731613,3060522,3060521
66.249.1.16,1661891659043,computer,add_to_cart,cd players,17731613,3060523,3060522
66.249.1.16,1661891659043,computer,remove_from_cart,cd players,17731613,3060524,3060523
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060525,3060524
66.249.1.16,1661891659043,computer,product_detail,laptops,17731613,3060526,3060525
66.249.1.16,1661891659043,computer,add_to_cart,laptops,17731613,3060527,3060526
66.249.1.16,1661891659043,computer,remove_from_cart,laptops,17731613,3060528,3060527
66.249.1.16,1661891659043,computer,product_detail,cd players,17731613,3060529,3060528
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060530,3060529
66.249.1.16,1661891659043,computer,home_page,N/A,17731613,3060531,3060530
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060532,3060531
66.249.1.16,1661891659043,computer,product_detail,ear phones,17731613,3060533,3060532
66.249.1.16,1661891659043,computer,product_catalog,N/A,17731613,3060534,3060533
66.249.1.16,1661891659043,computer,product_detail,video games,17731613,3060535,3060534
66.249.1.16,1661891659043,computer,add_to_cart,video games,17731613,3060536,3060535
66.249.1.16,1661891659043,computer,order,video games,17731613,3060537,3060536
66.249.1.16,1661891659043,computer,order_checkout,video games,17731613,3060538,3060537
66.249.1.16,1661891659043,computer,,,17731613,3060539,3060538
66.249.1.216,1661891659097,tablet,home_page,N/A,17732983,3060540,3059992
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060541,3060540
66.249.1.216,1661891659097,tablet,home_page,N/A,17732983,3060542,3060541
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060543,3060542
66.249.1.216,1661891659097,tablet,product_detail,video games,17732983,3060544,3060543
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060545,3060544
66.249.1.216,1661891659097,tablet,home_page,N/A,17732983,3060546,3060545
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060547,3060546
66.249.1.216,1661891659097,tablet,home_page,N/A,17732983,3060548,3060547
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060549,3060548
66.249.1.216,1661891659097,tablet,product_detail,AirPods,17732983,3060550,3060549
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060551,3060550
66.249.1.216,1661891659097,tablet,home_page,N/A,17732983,3060552,3060551
66.249.1.216,1661891659097,tablet,product_catalog,N/A,17732983,3060553,3060552
66.249.1.216,1661891659097,tablet,product_detail,cd players,17732983,3060554,3060553
66.249.1.216,1661891659098,tablet,add_to_cart,cd players,17732983,3060555,3060554
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060556,3060555
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060557,3060556
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060558,3060557
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060559,3060558
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060560,3060559
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060561,3060560
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060562,3060561
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060563,3060562
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060564,3060563
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060565,3060564
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060566,3060565
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060567,3060566
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060568,3060567
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060569,3060568
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060570,3060569
66.249.1.216,1661891659098,tablet,product_detail,AirPods,17732983,3060571,3060570
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060572,3060571
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060573,3060572
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060574,3060573
66.249.1.216,1661891659098,tablet,product_detail,ear phones,17732983,3060575,3060574
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060576,3060575
66.249.1.216,1661891659098,tablet,product_detail,ear phones,17732983,3060577,3060576
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060578,3060577
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060579,3060578
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060580,3060579
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060581,3060580
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060582,3060581
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060583,3060582
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060584,3060583
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060585,3060584
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060586,3060585
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060587,3060586
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060588,3060587
66.249.1.216,1661891659098,tablet,product_detail,soundbars,17732983,3060589,3060588
66.249.1.216,1661891659098,tablet,add_to_cart,soundbars,17732983,3060590,3060589
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060591,3060590
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060592,3060591
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060593,3060592
66.249.1.216,1661891659098,tablet,product_detail,video games,17732983,3060594,3060593
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060595,3060594
66.249.1.216,1661891659098,tablet,product_detail,cameras,17732983,3060596,3060595
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060597,3060596
66.249.1.216,1661891659098,tablet,product_detail,cell phones,17732983,3060598,3060597
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060599,3060598
66.249.1.216,1661891659098,tablet,home_page,N/A,17732983,3060600,3060599
66.249.1.216,1661891659098,tablet,product_catalog,N/A,17732983,3060601,3060600
66.249.1.216,1661891659098,tablet,product_detail,soundbars,17732983,3060602,3060601
66.249.1.216,1661891659098,tablet,add_to_cart,soundbars,17732983,3060603,3060602
66.249.1.216,1661891659098,tablet,remove_from_cart,soundbars,17732983,3060604,3060603
66.249.1.216,1661891659098,tablet,,,17732983,3060605,3060604
66.249.1.106,1661891659145,mobile,home_page,N/A,17733975,3060606,3060332
66.249.1.106,1661891659145,mobile,product_catalog,N/A,17733975,3060607,3060606
66.249.1.106,1661891659145,mobile,product_detail,ear phones,17733975,3060608,3060607
66.249.1.106,1661891659145,mobile,product_catalog,N/A,17733975,3060609,3060608
66.249.1.106,1661891659145,mobile,product_detail,ear phones,17733975,3060610,3060609
66.249.1.106,1661891659145,mobile,add_to_cart,ear phones,17733975,3060611,3060610
66.249.1.106,1661891659145,mobile,product_catalog,N/A,17733975,3060612,3060611
66.249.1.106,1661891659145,mobile,product_detail,cell phones,17733975,3060613,3060612
66.249.1.106,1661891659145,mobile,add_to_cart,cell phones,17733975,3060614,3060613
66.249.1.106,1661891659146,mobile,order,cell phones,17733975,3060615,3060614
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060616,3060615
66.249.1.106,1661891659146,mobile,product_detail,laptops,17733975,3060617,3060616
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060618,3060617
66.249.1.106,1661891659146,mobile,product_detail,AirPods,17733975,3060619,3060618
66.249.1.106,1661891659146,mobile,add_to_cart,AirPods,17733975,3060620,3060619
66.249.1.106,1661891659146,mobile,remove_from_cart,AirPods,17733975,3060621,3060620
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060622,3060621
66.249.1.106,1661891659146,mobile,product_detail,cameras,17733975,3060623,3060622
66.249.1.106,1661891659146,mobile,add_to_cart,cameras,17733975,3060624,3060623
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060625,3060624
66.249.1.106,1661891659146,mobile,product_detail,cameras,17733975,3060626,3060625
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060627,3060626
66.249.1.106,1661891659146,mobile,home_page,N/A,17733975,3060628,3060627
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060629,3060628
66.249.1.106,1661891659146,mobile,home_page,N/A,17733975,3060630,3060629
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060631,3060630
66.249.1.106,1661891659146,mobile,home_page,N/A,17733975,3060632,3060631
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060633,3060632
66.249.1.106,1661891659146,mobile,product_detail,AirPods,17733975,3060634,3060633
66.249.1.106,1661891659146,mobile,add_to_cart,AirPods,17733975,3060635,3060634
66.249.1.106,1661891659146,mobile,remove_from_cart,AirPods,17733975,3060636,3060635
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060637,3060636
66.249.1.106,1661891659146,mobile,product_detail,cameras,17733975,3060638,3060637
66.249.1.106,1661891659146,mobile,add_to_cart,cameras,17733975,3060639,3060638
66.249.1.106,1661891659146,mobile,order,cameras,17733975,3060640,3060639
66.249.1.106,1661891659146,mobile,remove_from_cart,cameras,17733975,3060641,3060640
66.249.1.106,1661891659146,mobile,product_detail,video games,17733975,3060642,3060641
66.249.1.106,1661891659146,mobile,add_to_cart,video games,17733975,3060643,3060642
66.249.1.106,1661891659146,mobile,product_catalog,N/A,17733975,3060644,3060643
66.249.1.106,1661891659146,mobile,product_detail,AirPods,17733975,3060645,3060644
66.249.1.106,1661891659146,mobile,add_to_cart,AirPods,17733975,3060646,3060645
66.249.1.106,1661891659146,mobile,order,AirPods,17733975,3060647,3060646
66.249.1.106,1661891659146,mobile,remove_from_cart,AirPods,17733975,3060648,3060647
66.249.1.106,1661891659146,mobile,,,17733975,3060649,3060648
66.249.1.94,1661891659161,mobile,home_page,N/A,17734247,3060650,3060350
66.249.1.94,1661891659161,mobile,product_catalog,N/A,17734247,3060651,3060650
66.249.1.94,1661891659161,mobile,home_page,N/A,17734247,3060652,3060651
66.249.1.94,1661891659161,mobile,product_catalog,N/A,17734247,3060653,3060652
66.249.1.94,1661891659161,mobile,home_page,N/A,17734247,3060654,3060653
66.249.1.94,1661891659161,mobile,product_catalog,N/A,17734247,3060655,3060654
66.249.1.94,1661891659161,mobile,home_page,N/A,17734247,3060656,3060655
66.249.1.94,1661891659161,mobile,product_catalog,N/A,17734247,3060657,3060656
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060658,3060657
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060659,3060658
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060660,3060659
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060661,3060660
66.249.1.94,1661891659162,mobile,product_detail,ear phones,17734247,3060662,3060661
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060663,3060662
66.249.1.94,1661891659162,mobile,product_detail,cameras,17734247,3060664,3060663
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060665,3060664
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060666,3060665
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060667,3060666
66.249.1.94,1661891659162,mobile,product_detail,cameras,17734247,3060668,3060667
66.249.1.94,1661891659162,mobile,add_to_cart,cameras,17734247,3060669,3060668
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060670,3060669
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060671,3060670
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060672,3060671
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060673,3060672
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060674,3060673
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060675,3060674
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060676,3060675
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060677,3060676
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060678,3060677
66.249.1.94,1661891659162,mobile,home_page,N/A,17734247,3060679,3060678
66.249.1.94,1661891659162,mobile,product_catalog,N/A,17734247,3060680,3060679
66.249.1.94,1661891659162,mobile,product_detail,laptops,17734247,3060681,3060680
66.249.1.94,1661891659162,mobile,add_to_cart,laptops,17734247,3060682,3060681
66.249.1.94,1661891659162,mobile,remove_from_cart,laptops,17734247,3060683,3060682
66.249.1.94,1661891659162,mobile,,,17734247,3060684,3060683
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060685,3060481
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060686,3060685
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060687,3060686
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060688,3060687
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060689,3060688
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060690,3060689
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060691,3060690
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060692,3060691
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060693,3060692
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060694,3060693
66.249.1.57,1661891659181,computer,product_detail,cameras,17735716,3060695,3060694
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060696,3060695
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060697,3060696
66.249.1.57,1661891659181,computer,product_catalog,N/A,17735716,3060698,3060697
66.249.1.57,1661891659181,computer,home_page,N/A,17735716,3060699,3060698
